Name,Link,Tags,Actors,Director,Decade,Genre,Similar Stuff
Planet of the Apes (Tim Burton),https://www.youtube.com/watch?v=1asdj7bSqAg,Loading...,"Mark Wahlberg, Tim Roth, Helena Bonham Carter, Michael Clarke Duncan, Paul Giamatti",Tim Burton,2001,Science-fiction,"The Time Machine, War for the Planet of the Apes, Dawn of the Planet of the Apes, Rise of the Planet of the Apes, I Am Legend, King Kong (2005), Jurassic Park, Mad Max: Fury Road"
Platoon,https://www.youtube.com/watch?v=PQ7u8EEUVf8,Loading...,"Charlie Sheen, Tom Berenger, Willem Dafoe, Keith David, Forest Whitaker",Oliver Stone,1980,War,"Full Metal Jacket, Apocalypse Now, Saving Private Ryan, The Thin Red Line, Hamburger Hill, Born on the Fourth of July, We Were Soldiers, Black Hawk Down"
Police Academy,https://www.youtube.com/watch?v=l1is8s_UACI,Loading...,"Steve Guttenberg, Kim Cattrall, G.W. Bailey, Bubba Smith, Donovan Scott",Hugh Wilson,1980,Comedy,"Super Troopers, Naked Gun, Stripes, Reno 911!, Hot Fuzz, Blue Streak, National Security"
Predator,https://youtu.be/MP8q1vo96B0?si=PaVWqQOWVhXh2WS-,"action, sci-fi, thriller, alien, survival","Arnold Schwarzenegger, Carl Weathers, Elpidia Carrillo, Bill Duke, Jesse Ventura",John McTiernan,1980,Action,"Alien, Commando, Total Recall, The Terminator, RoboCop, Aliens, Predator 2, The Thing"
Press,https://www.youtube.com/show/SCk9kuuoQ2uk_PWav3SU6Wcg?season=1&sbp=CgEx,Loading...,"Ben Chaplin, Charlotte Riley, Priyanga Burford, Paapa Essiedu, Ellie Kendrick","Tom Vaughan, Mike Bartlett",2010,Journalism,"The Newsroom, State of Play, The Hour, Spotlight, All the President's Men"
Prometheus,https://www.youtube.com/watch?v=kQDSNW1INzI,Loading...,"Noomi Rapace, Michael Fassbender, Charlize Theron, Idris Elba, Guy Pearce",Ridley Scott,2010,Sci-fi,"Alien, Alien: Covenant, The Thing, Event Horizon, Interstellar, Annihilation, Blade Runner, Blade Runner 2049"
Psycho 1960,https://www.youtube.com/watch?v=_GF_A6K9TwI,"thriller, horror, classic, suspense, psychological","Anthony Perkins, Janet Leigh, Vera Miles, John Gavin, Martin Balsam",Alfred Hitchcock,1960,Thriller,"Rear Window, Vertigo, The Birds, North by Northwest, Dial M for Murder, Rebecca, Strangers on a Train"
Pulp Fiction,https://www.youtube.com/watch?v=CulAEgzr7sE,Loading...,"John Travolta, Samuel L. Jackson, Uma Thurman, Harvey Keitel, Tim Roth",Quentin Tarantino,1990,Crime,"Reservoir Dogs, Jackie Brown, True Romance, The Hateful Eight, Kill Bill: Vol. 1, Kill Bill: Vol. 2, Snatch, Sin City"
Quiz Show,https://www.youtube.com/watch?v=1ciDUPRZbag,Loading...,"John Turturro, Rob Morrow, Ralph Fiennes, Paul Scofield, David Paymer",Robert Redford,1990,Game-show,"Good Night, and Good Luck, Frost/Nixon, The Insider, Spotlight, All the President's Men, Shattered Glass"
Quo Vadis,https://www.youtube.com/watch?v=G89WqbWG5pY,"historical, drama, romance, epic, religious","Robert Taylor, Deborah Kerr, Leo Genn, Peter Ustinov, Patricia Laffan","Mervyn LeRoy, Anthony Mann",1950,Historical,"Ben-Hur, Spartacus, The Robe, Cleopatra, The Ten Commandments"
Raging Bull,https://www.youtube.com/watch?v=PIaWNzFT-jU,Loading...,"Robert De Niro, Cathy Moriarty, Joe Pesci, Frank Vincent, Nicholas Colasanto",Martin Scorsese,1980,Biographical,"Rocky, Cinderella Man, Million Dollar Baby, The Fighter, Southpaw"
Rain Man,https://www.youtube.com/watch?v=rstcaylpM8w,"drama, autism, road trip, family relationships, self-discovery","Dustin Hoffman, Tom Cruise, Valeria Golino, Gerald R. Molen, Jack Murdock",Barry Levinson,1980,Drama,"Forrest Gump, A Beautiful Mind, The Curious Case of Benjamin Button, Good Will Hunting, The Theory of Everything"
Raising Cain,https://www.youtube.com/watch?v=Wklp4ErfXjQ,Loading...,"John Lithgow, Lolita Davidovich, Steven Bauer, Frances Sternhagen, Gregg Henry",Brian De Palma,1990,Thriller,"Psycho, Peeping Tom, Dressed to Kill, Sisters, Body Double, Memento, Shutter Island, Split, Identity, Primal Fear"
Ran,https://www.youtube.com/watch?v=FI7EjGc8W1w,"samurai, Japan, historical, action, drama","Tatsuya Fujiwara, Asaka Seto, Shigehiro Yamaguchi, Shugo Oshinari, Erika Toda",Akira Kurosawa,1980,Drama,"Sholay, Mother India, Lagaan, Mughal-e-Azam, Gangaajal"
Red Heat,https://www.youtube.com/watch?v=7byP9mlOQ2g,"action, crime, comedy, buddy-cop, Cold War","Arnold Schwarzenegger, James Belushi, Peter Boyle, Ed O'Ross, Laurence Fishburne",Walter Hill,1980,Action,"Lethal Weapon, Tango & Cash, Die Hard, The Last Boy Scout, Raw Deal, Commando"
Religulous,https://www.youtube.com/watch?v=gACdwo9Qnuo,"documentary, religion, satire, controversial, comedy","Bill Maher, Tal Bachman, Jonathan Boulden, Steve Burg, Francis Collins",Larry Charles,2000,Documentary,"The God Who Wasn't There, Jesus Camp, The Unbelievers, Going Clear: Scientology and the Prison of Belief, Bill Maher: Live From D.C."
Rendition,https://www.youtube.com/watch?v=F8u0tSEKgrs,"political thriller, terrorism, CIA, interrogation, human rights","Reese Witherspoon, Jake Gyllenhaal, Meryl Streep, Alan Arkin, Peter Sarsgaard",Gavin Hood,2000,Thriller,"Zero Dark Thirty, Body of Lies, Syriana, The Kingdom, Green Zone"
Rise Of The Planet of the Apes,https://youtu.be/o0PEih2KBsQ?si=CnsF4gM42v8sMbjO,"science fiction, action, drama, dystopian, animal intelligence","James Franco, Andy Serkis, Freida Pinto, John Lithgow, Brian Cox",Rupert Wyatt,2010,Science-fiction,"Dawn of the Planet of the Apes, War for the Planet of the Apes, I Am Legend, Jurassic Park, King Kong, The Island of Dr. Moreau, Godzilla"
Robin Hood Prince of Thieves,https://www.youtube.com/watch?v=6RWaI6oZ64I,Loading...,"Kevin Costner, Morgan Freeman, Mary Elizabeth Mastrantonio, Christian Slater, Alan Rickman",Kevin Reynolds,1990,Adventure,"The Adventures of Robin Hood, Robin Hood (2010), Robin Hood: Men in Tights, King Arthur, The Three Musketeers, Braveheart, The Mask of Zorro"
Robocop (1987),https://www.youtube.com/watch?v=gUHyHgSRuU4,"science fiction, action, dystopian, cyberpunk, crime","Peter Weller, Nancy Allen, Dan O'Herlihy, Ronny Cox, Kurtwood Smith",Paul Verhoeven,1980,Science-fiction,"Terminator (1984), Total Recall (1990), Judge Dredd (1995), Blade Runner (1982), The Running Man (1987)"
Robot Chicken Star Wars · S1,https://www.youtube.com/show/SCt5-MCSHDc2w8HgjVjOmtNA?season=1&sbp=CgEx,Loading...,"Seth Green, Candace Bailey, Abraham Benrubi, Bob Bergen, Ahmed Best","Chris McKay, Seth Green",2000,Parody,"Family Guy: Blue Harvest · S6 E1, Family Guy: Something, Something, Something, Dark Side · S8 E20, Family Guy: It's A Trap! · S9 E18"
Robot Chicken Star Wars · S2,https://www.youtube.com/show/SCt5-MCSHDc2w8HgjVjOmtNA?season=2&sbp=CgEyGhoKGFVDNGVwLXBGOTdZZTZjME9mX1R3dHpLdw%253D%253D,Loading...,"Seth Green, Candace Bailey, Abraham Benrubi, Bob Bergen, Ahmed Best","Chris McKay, Seth Green",2000,Parody,"Family Guy: Blue Harvest · S6, Family Guy: Something, Something, Something, Dark Side · S8, Family Guy: It's A Trap! · S9"
Roger & Me,https://www.youtube.com/watch?v=XDl6Bt6uO5c,"documentary, social issues, economic decline, Michael Moore, Flint Michigan","Michael Moore, Roger B. Smith, Rhonda Britton, Fred Ross, Ronald Reagan",Michael Moore,1980,Documentary,"Capitalism: A Love Story, Bowling for Columbine, Fahrenheit 9/11, Sicko, The Big One"
Rogue One : A Star Wars Story,https://youtu.be/6fZVUHXJcUw?si=z3LXik_JKupqTy9b,"sci-fi, action, adventure, war, rebellion","Felicity Jones, Diego Luna, Ben Mendelsohn, Donnie Yen, Mads Mikkelsen",Gareth Edwards,2010,Sci-fi,"Star Wars: Episode IV - A New Hope, Star Wars: Episode III - Revenge of the Sith, Star Wars: The Force Awakens, Solo: A Star Wars Story, The Mandalorian"
Romancing The Stone,https://www.youtube.com/watch?v=qgHt0JmP6sU,Loading...,"Michael Douglas, Kathleen Turner, Danny DeVito, Zack Norman, Alfonso Arau",Robert Zemeckis,1980,Adventure,"The Jewel of the Nile, Indiana Jones and the Raiders of the Lost Ark, The Mummy, National Treasure, King Solomon's Mines"
Rome · S1,https://www.youtube.com/show/SChCL0ubdMP0TaqMknqiAUUw?season=1&sbp=CgEx,Loading...,"Kevin McKidd, Ray Stevenson, Ciarán Hinds, James Purefoy, Polly Walker","Michael Apted, Allen Coulter, Alan Poul, Steve Shill, Timothy Van Patten",2000,Historical,"Spartacus: Blood and Sand, Vikings, The Last Kingdom, Barbarians, I, Claudius"
Roots: The Complete Miniseries S1 • E1,https://www.youtube.com/show/SCe3SK9cG_PUDehMUrngIozQ?season=1&sbp=CgEx,Loading...,"LeVar Burton, John Amos, Louis Gossett Jr., Ben Vereen, Leslie Uggams","Marvin J. Chomsky, John Erman, David Greene, Gilbert Moses",1970,Historical,"Underground, 12 Years a Slave, Amistad, The Book of Negroes, Harriet, Lincoln, Django Unchained, The Birth of a Nation (2016), Glory, The Color Purple"
Roxanne,https://www.youtube.com/watch?v=rbpFWXI4D1A,"romantic comedy, adaptation, Cyrano de Bergerac, fire chief, love triangle","Steve Martin, Daryl Hannah, Rick Rossovich, Shelley Duvall, John Kapelos",Fred Schepisi,1980,Comedy,"Cyrano de Bergerac, The Truth About Cats & Dogs, Hitch"
Samson and Delilah,https://www.youtube.com/watch?v=_vBrqzaUPQI,Loading...,"Hedy Lamarr, Victor Mature, George Sanders, Angela Lansbury, Henry Wilcoxon",Cecil B. DeMille,1949,Biblical,"The Ten Commandments, Ben-Hur, The Robe, King of Kings, The Bible: In the Beginning, Solomon and Sheba"
Scarface ('83),https://www.youtube.com/watch?v=irHILZVq3M4,"crime, drama, gangster, 1980s, rise-and-fall","Al Pacino, Steven Bauer, Michelle Pfeiffer, Mary Elizabeth Mastrantonio, Robert Loggia",Brian De Palma,1980,Crime,"The Godfather, Goodfellas, Carlito's Way, Casino, The Untouchables, Once Upon a Time in America, American Gangster"
Scent of a Woman,https://youtu.be/3RqYE5emgXo?si=tPsRkQf_HRwh-A3x,"drama, coming-of-age, military, blind protagonist, mentorship","Al Pacino, Chris O'Donnell, James Rebhorn, Gabrielle Anwar, Philip Seymour Hoffman",Martin Brest,1990,Drama,"The Godfather, Dead Poets Society, A Few Good Men, The Shawshank Redemption, Good Will Hunting, Rain Man, Driving Miss Daisy, The Graduate, Catch Me If You Can, Finding Forrester"
Schindler's List,https://www.youtube.com/watch?v=TEY0dQAF4k4,Loading...,"Liam Neeson, Ben Kingsley, Ralph Fiennes, Caroline Goodall, Jonathan Sagall",Steven Spielberg,1990,Drama,"The Pianist, Life is Beautiful, The Boy in the Striped Pyjamas, Saving Private Ryan, Hotel Rwanda"
Selma,https://www.youtube.com/watch?v=Abkka8Vf2_M,Loading...,"David Oyelowo, Carmen Ejogo, Tom Wilkinson, Tim Roth, Oprah Winfrey",Ava DuVernay,2010,Drama,"Lincoln, The Butler, Malcolm X, 12 Years a Slave, Mississippi Burning, A United Kingdom, The Help, Hidden Figures"
Serpico,https://www.youtube.com/watch?v=ys_Fsr2DD4A,Loading...,"Al Pacino, John Randolph, Jack Kehoe, Biff McGuire, Barbara Eda-Young",Sidney Lumet,1970,Crime,"Prince of the City, The French Connection, Dog Day Afternoon, Chinatown, The Conversation"
Seven Samurai,https://www.youtube.com/watch?v=PI2vfWsQKww&t=8781s,"samurai, Japan, epic, battle, classic","Toshirō Mifune, Takashi Shimura, Keiko Tsushima, Yukiko Shimazaki, Kamatari Fujiwara",Akira Kurosawa,1950,Action,"The Magnificent Seven, 13 Assassins, Yojimbo, Rashomon, Harakiri, Throne of Blood, Samurai Rebellion"
Shallow Grave,https://www.youtube.com/watch?v=httXj0FCank,"thriller, crime, dark comedy, suspense, British cinema","Kerry Fox, Christopher Eccleston, Ewan McGregor, Ken Stott, Keith Allen",Danny Boyle,1990,Thriller,"Trainspotting, The Usual Suspects, Blood Simple, A Simple Plan, Fargo"
Sherlock Holmes: Sign of Four - An Animated Classic,https://www.youtube.com/watch?v=b7mzbA0WWlg,"mystery, detective, animation, adventure, crime","Peter O'Toole, Earle Cross, Brian Adams, Judy Nunn, Ron Haddrick",Kim Burdon,1980,Mystery,"Sherlock Holmes: A Game of Shadows, Sherlock Holmes (2009), The Adventures of Sherlock Holmes, Sherlock (TV Series), Elementary (TV Series), Miss Sherlock (TV Series), Enola Holmes"
Sherlock Holmes: Study in Scarlet - An Animated Classic,https://www.youtube.com/watch?v=eDozax92l08,Loading...,"Peter O'Toole, Earle Cross, Brian Adams, Judy Nunn, Ron Haddrick",Burbank Films Australia,1980,Mystery,"Sherlock Holmes (2009)
Sherlock (TV Series 2010-2017)
Elementary (TV Series 2012-2019)
The Adventures of Sherlock Holmes (TV Series 1984-1994)
Enola Holmes (2020)
Sherlock Holmes: A Game of Shadows (2011)
The Hound of the Baskervilles (1988)
Miss Sherlock (TV Series 2018)
Young Sherlock Holmes (1985)
Sherlock Holmes and the Baker Street Irregulars (TV Series 2007)"
Sherlock Holmes: The Baskersville Curse - An Animated Classic,https://www.youtube.com/watch?v=2BNsVh694Ew,Loading...,"Peter O'Toole, Earle Cross, Brian Adams, Judy Nunn, Ron Haddrick","Raymond Jafelice, Geoff Collins",1980,Mystery,"Sherlock Holmes and the Valley of Fear, Sherlock Holmes and the Sign of Four, Sherlock Holmes and the Voice of Terror, The Adventures of Sherlock Holmes"
Sherlock Holmes: The Hound of the Baskervilles (Jeremy Brett),https://www.youtube.com/watch?v=MFOw--0n_JM,"mystery, detective, classic, British, suspense","Jeremy Brett, Edward Hardwicke, Raymond Adamson, Alastair Duncan, Ronald Pickup","Brian Mills, Peter Hammond",1980,Mystery,"Sherlock Holmes (Basil Rathbone), Sherlock Holmes (Robert Downey Jr.), Sherlock (Benedict Cumberbatch), Elementary, Miss Sherlock, The Adventures of Sherlock Holmes (Jeremy Brett), Sherlock Holmes in the 22nd Century"
Sherlock Holmes: Valley of Fear - An Animated Classic,https://www.youtube.com/watch?v=jNItc6kD6rs,"mystery, detective, animation, classic, adventure","Benedict Cumberbatch, Martin Freeman, Rupert Graves, Una Stubbs, Mark Gatiss",Richard Slapczynski,1980,Mystery,"Sherlock Holmes: A Game of Shadows, Sherlock Holmes (2009), The Adventures of Sherlock Holmes, Sherlock, Elementary, The Hound of the Baskervilles, Miss Sherlock"
Sicario,https://www.youtube.com/watch?v=TuHMNx606aU,Loading...,"Emily Blunt, Benicio del Toro, Josh Brolin, Victor Garber, Jon Bernthal",Denis Villeneuve,2010,Thriller,"Traffic, Zero Dark Thirty, Cartel Land, Savages, Narcos"
Sicko,https://www.youtube.com/watch?v=UNxRl4hJ9iY,Loading...,"Michael Moore, Tucker Albrizzi, Tony Benn, George W. Bush, Reggie Cervantes",Michael Moore,2000,Documentary,"Fahrenheit 9/11, Bowling for Columbine, Capitalism: A Love Story, An Inconvenient Truth, Super Size Me, Food, Inc., The Corporation"
Signs,https://youtu.be/zI-NImquX_4?si=m3f3DIMkleaRYd6w,"aliens, thriller, suspense, supernatural, mystery","Mel Gibson, Joaquin Phoenix, Rory Culkin, Abigail Breslin, Cherry Jones",M. Night Shyamalan,2000,Thriller,"War of the Worlds, A Quiet Place, The Village, The Happening, Cloverfield"
Sleepers,https://www.youtube.com/watch?v=1YwxUMjkye8,"crime, drama, thriller, legal, revenge","Kevin Bacon, Billy Crudup, Robert De Niro, Ron Eldard, Minnie Driver",Barry Levinson,1990,Thriller,"Mystic River, The Shawshank Redemption, Primal Fear, A Time to Kill, American History X"
Soylent Green,https://www.youtube.com/watch?v=HpxS80J5S2M,Loading...,"Charlton Heston, Leigh Taylor-Young, Chuck Connors, Joseph Cotten, Brock Peters",Richard Fleischer,1970,Dystopian,"Logan's Run, Silent Running, Omega Man, Blade Runner, THX 1138"
Spaceballs,https://www.youtube.com/watch?v=9X0TcKrnzf4,"comedy, sci-fi, parody, adventure, space","Mel Brooks, John Candy, Rick Moranis, Bill Pullman, Daphne Zuniga",Mel Brooks,1980,Comedy,"Galaxy Quest, The Hitchhiker's Guide to the Galaxy, Mars Attacks!, Men in Black, The Orville, Futurama, Red Dwarf"
Spartacus,https://www.youtube.com/watch?v=GVWec24fdCA,Loading...,"Andy Whitfield, Liam McIntyre, Manu Bennett, Dustin Clare, Daniel Feuerriegel",Stanley Kubrick,1960,Historical,"Gladiator, 300, Troy, Rome, The Last Kingdom, Vikings, Ben-Hur, Alexander, Game of Thrones, The Eagle"
State of Play,https://www.youtube.com/watch?v=QiIkyD46RVM,"political thriller, journalism, conspiracy, murder mystery, suspense","Russell Crowe, Ben Affleck, Rachel McAdams, Helen Mirren, Robin Wright",Kevin Macdonald,2000,Thriller,"All the President's Men, Spotlight, The Ides of March, The Pelican Brief, Zodiac, The Insider, Shattered Glass"
Still Alice,https://www.youtube.com/watch?v=xNkmLKQ1Bp0,Loading...,"Julianne Moore, Alec Baldwin, Kristen Stewart, Kate Bosworth, Hunter Parrish","Richard Glatzer, Wash Westmoreland",2010,Drama,"Away from Her, Iris, The Notebook, A Beautiful Mind, The Savages, Amour, The Father, On Golden Pond, The Leisure Seeker, Lovely, Still"
Strangers On A Train (1951),https://www.youtube.com/watch?v=xz_Z7JA7lpw,Loading...,"Farley Granger, Ruth Roman, Robert Walker, Leo G. Carroll, Patricia Hitchcock",Alfred Hitchcock,1950,Thriller,"Rope (1948), Dial M for Murder (1954), Rear Window (1954), The Man Who Knew Too Much (1956), Vertigo (1958), North by Northwest (1959), Psycho (1960), Shadow of a Doubt (1943)"
Sweeney Todd: The Demon Barber of Fleet Street,https://www.youtube.com/watch?v=PphLK7-x1u0,"musical, horror, thriller, revenge, period-piece","Johnny Depp, Helena Bonham Carter, Alan Rickman, Timothy Spall, Sacha Baron Cohen",Tim Burton,2000,Musical,"From Hell, Sleepy Hollow, The Others, Crimson Peak, The Woman in Black, Dark Shadows, Penny Dreadful"
Syriana,https://www.youtube.com/watch?v=6WEx-1m1m2o,"political thriller, oil industry, espionage, corruption, multiple storylines","George Clooney, Matt Damon, Jeffrey Wright, Chris Cooper, William Hurt",Stephen Gaghan,2000,Thriller,"Traffic, Body of Lies, The Constant Gardener, Argo, Zero Dark Thirty, The Kingdom, Babel"
Tangled,https://youtu.be/sW-r52lYyiQ?feature=shared,Loading...,"Mandy Moore, Zachary Levi, Donna Murphy, Ron Perlman, M.C. Gainey","Nathan Greno, Byron Howard",2010,Animation,"Frozen, Brave, Moana, The Little Mermaid, Beauty and the Beast, Cinderella, Sleeping Beauty, Snow White and the Seven Dwarfs, Enchanted, The Princess and the Frog"
Tenet,https://www.youtube.com/watch?v=3hqPFylPSns,"time-travel, espionage, action, sci-fi, thriller","John David Washington, Robert Pattinson, Elizabeth Debicki, Dimple Kapadia, Kenneth Branagh",Christopher Nolan,2020,Sci-fi,"Inception, Interstellar, The Prestige, Memento, Edge of Tomorrow, Looper, Source Code, Minority Report, Arrival, The Matrix"
Terminator 2: Judgment Day (Special Edition),https://www.youtube.com/watch?v=FUDejFCE-LM,"sci-fi, action, time-travel, dystopian, sequel","Arnold Schwarzenegger, Linda Hamilton, Edward Furlong, Robert Patrick, Earl Boen",James Cameron,1990,Action,"The Terminator
Terminator 3: Rise of the Machines
Terminator Salvation
Terminator: Genisys
Terminator: Dark Fate
RoboCop
Total Recall
Blade Runner
Mad Max: Fury Road
Aliens"
Terminator 3: Rise of the Machines,https://www.youtube.com/watch?v=MYYUT1ZWpHU,"sci-fi, action, robots, apocalypse, sequel","Arnold Schwarzenegger, Nick Stahl, Claire Danes, Kristanna Loken, David Andrews",Jonathan Mostow,2000,Action,"Terminator 2: Judgment Day, Terminator Salvation, Terminator Genisys, Terminator: Dark Fate, RoboCop, The Matrix, Total Recall"
The ABC Murders · S1,https://www.youtube.com/show/SCkNi1t-ijpw2m-ubz0RLfHQ?season=1&sbp=CgEx,"mystery, crime, detective, Agatha Christie, miniseries","John Malkovich, Rupert Grint, Andrew Buchan, Eamon Farren, Jack Farthing",Alex Gabassi,2010,Mystery,"Murder on the Orient Express, Death on the Nile, And Then There Were None, The Pale Horse, Crooked House"
The Accused,https://www.youtube.com/watch?v=i_yx0rqmvpk,"courtroom drama, crime, legal battle, based on true story, sexual assault","Jodie Foster, Kelly McGillis, Bernie Coulson, Leo Rossi, Ann Hearn",Jonathan Kaplan,1980,Drama,"North Country, Boys Don't Cry, A Time to Kill, The Client, Primal Fear"
The Adventures of Tintin: The Secret of the Unicorn,https://www.youtube.com/watch?v=y6AAECqtfEI,"animation, adventure, mystery, family, action","Jamie Bell, Andy Serkis, Daniel Craig, Nick Frost, Simon Pegg",Steven Spielberg,2010,Adventure,"Indiana Jones and the Last Crusade,The Mummy, National Treasure, Sherlock Holmes, Uncharted"
The Agony and the Ecstasy,https://www.youtube.com/watch?v=50IeiWP2x-g&t=753s,"historical drama, Renaissance, biographical, art, Michelangelo","Charlton Heston, Rex Harrison, Diane Cilento, Harry Andrews, Alberto Lupo",Carol Reed,1960,Biographical,"Michelangelo - The Divine Touch, The Da Vinci Code, Girl with a Pearl Earring, Frida, Pollock, Lust for Life"
The Asphalt Jungle,https://www.youtube.com/watch?v=v_Xjytej7G8,"crime, heist, noir, suspense, classic","Sterling Hayden, Louis Calhern, Jean Hagen, James Whitmore, Sam Jaffe",John Huston,1950,Noir,"Rififi, The Killing, Heat, Le Cercle Rouge, Reservoir Dogs, Ocean's Eleven"
The Big Lebowski,https://www.youtube.com/watch?v=tgKhPObZeaw,"comedy, cult-classic, bowling, crime, stoner","Jeff Bridges, John Goodman, Julianne Moore, Steve Buscemi, David Huddleston","Joel Coen, Ethan Coen",1990,Comedy,"Fargo, Burn After Reading, Inherent Vice, The Nice Guys, Kiss Kiss Bang Bang, A Serious Man, Pulp Fiction"
The Bridge On the River Kwai,https://www.youtube.com/watch?v=b3G3mqX5H4E,"war, drama, classic, World War II, epic","Alec Guinness, William Holden, Jack Hawkins, Sessue Hayakawa, James Donald",David Lean,1950,War,"Lawrence of Arabia, The Great Escape, Saving Private Ryan, Apocalypse Now, Platoon, Full Metal Jacket, Paths of Glory, Das Boot, Stalag 17, The Guns of Navarone"
The Cell,https://www.youtube.com/watch?v=MngFXat6sgs,"psychological thriller, science fiction, surreal, visually striking, horror","Jennifer Lopez, Vince Vaughn, Vincent D'Onofrio, Marianne Jean-Baptiste, Jake Weber",Tarsem Singh,2000,Thriller,"Inception, The Fall, Pan's Labyrinth, Silent Hill, Jacob's Ladder"
The Cleveland Show · S1,https://www.youtube.com/show/SC-j7XNIED1eSIyCFqV80Oig?season=1&sbp=CgEx,"animated, comedy, family, spin-off, sitcom","Mike Henry, Sanaa Lathan, Kevin Michael Richardson, Reagan Gomez-Preston, Seth MacFarlane","Mike Henry, Richard Appel, Seth MacFarlane",2000,Animation,"Family Guy, American Dad!, Bob's Burgers, King of the Hill, The Simpsons"
The Complete Metropolis,https://www.youtube.com/watch?v=8gCeu3BRvuk,"silent film, science fiction, dystopian, German Expressionism, restoration","Alfred Abel, Gustav Fröhlich, Rudolf Klein-Rogge, Fritz Rasp, Theodor Loos",Fritz Lang,1920,Science-fiction,"Blade Runner, Brazil, 1984, A Clockwork Orange, Dark City, THX 1138, The Fifth Element"
The Counselor,https://www.youtube.com/watch?v=eebe3yUTgsc,"crime, thriller, drama, drug trafficking, moral dilemma","Michael Fassbender, Penélope Cruz, Cameron Diaz, Javier Bardem, Brad Pitt",Ridley Scott,2010,Thriller,"No Country for Old Men, Sicario, Traffic, Savages, Blow, The Departed"
The Dawn of the Planet of the Apes,https://youtu.be/4AISXMlwxyI?si=z5MYjBdkXaRrUOMS,Loading...,"Andy Serkis, Jason Clarke, Gary Oldman, Keri Russell, Toby Kebbell",Matt Reeves,2010,Science-fiction,"Rise of the Planet of the Apes, War for the Planet of the Apes, I Am Legend, The Book of Eli, Mad Max: Fury Road"
The Day of the Jackal,https://www.youtube.com/watch?v=fVjBUW6qXDM,"thriller, assassination, political, suspense, historical","Edward Fox, Michel Lonsdale, Delphine Seyrig, Alan Badel, Tony Britton",Fred Zinnemann,1970,Thriller,"Munich, The Jackal, Carlos, The Bourne Identity, Tinker Tailor Soldier Spy, Patriot Games, Clear and Present Danger, The Spy Who Came in from the Cold, Ronin, Three Days of the Condor"
The Deer Hunter,https://www.youtube.com/watch?v=MxJY9VRVTbc,"war, drama, psychological, friendship, Vietnam War","Robert De Niro, Christopher Walken, John Savage, John Cazale, Meryl Streep",Michael Cimino,1970,Drama,"Apocalypse Now, Full Metal Jacket, Platoon, Born on the Fourth of July, The Thin Red Line"
The Firm,https://www.youtube.com/watch?v=9Cz3kuoLsRQ,"legal drama, thriller, corruption, adaptation, suspense","Tom Cruise, Jeanne Tripplehorn, Gene Hackman, Ed Harris, Holly Hunter",Sydney Pollack,1990,Legal,"A Few Good Men, The Pelican Brief, The Rainmaker, Michael Clayton, The Lincoln Lawyer"
The Flintstones · S1,https://www.youtube.com/show/SCt5We9hbiqZQ4aEdhiOp2Gw?season=1&sbp=CgEx,"animated, prehistoric, family, sitcom, Stone Age","Alan Reed, Mel Blanc, Jean Vander Pyl, Bea Benaderet, Gerry Johnson","William Hanna, Joseph Barbera",1960,Animation,"The Jetsons, Yogi Bear, Top Cat, Scooby-Doo, Where Are You!, The Smurfs, The Simpsons"
The Fugitive (1993),https://www.youtube.com/watch?v=vxaZ0N67uf0,"thriller, action, crime, chase, mystery","Harrison Ford, Tommy Lee Jones, Sela Ward, Julianne Moore, Joe Pantoliano",Andrew Davis,1990,Thriller,"U.S. Marshals (1998), Enemy of the State (1998), Clear and Present Danger (1994), North by Northwest (1959), Minority Report (2002)"
The Girl Who Kicked The Hornet's Nest - Original Version,https://www.youtube.com/watch?v=8KHbSPMkfbo,"Swedish, crime thriller, mystery, adaptation, suspense","Michael Nyqvist, Noomi Rapace, Lena Endre, Annika Hallin, Jacob Ericksson",Daniel Alfredson,2000,Thriller,"The Girl with the Dragon Tattoo - Original Version, The Girl Who Played with Fire - Original Version, Millennium (TV Mini-Series), Headhunters, The Killing (TV Series), Wallander (TV Series), The Bridge (TV Series)"
The Girl Who Played With Fire,https://www.youtube.com/watch?v=K7hiMOyMjhk,"crime, thriller, mystery, adaptation, Swedish","Noomi Rapace, Michael Nyqvist, Lena Endre, Peter Andersson, Georgi Staykov",Daniel Alfredson,2000,Thriller,"The Girl with the Dragon Tattoo, The Girl Who Kicked the Hornets' Nest, Gone Girl, Zodiac, The Silence of the Lambs"
The Girl With The Dragon Tattoo,https://www.youtube.com/watch?v=VG3uFW0I3pQ,"crime, mystery, thriller, adaptation, dark","Daniel Craig, Rooney Mara, Christopher Plummer, Stellan Skarsgård, Steven Berkoff",David Fincher,2010,Thriller,"Gone Girl, Zodiac, The Silence of the Lambs, Se7en, Mystic River, Prisoners, Shutter Island, Wind River"
The Girl With The Dragon Tattoo (English),https://www.youtube.com/watch?v=yXLtx7BPjRo,"mystery, thriller, crime, adaptation, suspense","Daniel Craig, Rooney Mara, Christopher Plummer, Stellan Skarsgård, Steven Berkoff",David Fincher,2010,Thriller,"Gone Girl, Zodiac, The Silence of the Lambs, Se7en, Mystic River, Prisoners, Shutter Island, The Bone Collector, Wind River, The Snowman"
